SD NO.,SD_Name,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL,JAN-FEB,Mar-May,Jun-Sep,Oct-Dec
16,JAMMU & KASHMIR,1955,29.30,9.50,77.20,40.40,110.50,20.40,161.30,215.00,59.00,124.80,0.00,13.60,861.00,38.80,228.10,455.70,138.40
17,WEST RAJASTHAN ,1955,2.40,2.10,3.30,0.90,8.70,22.60,7.70,230.60,91.70,21.00,0.00,0.30,391.30,4.50,12.90,352.60,21.30
18,EAST  RAJASTHAN ,1955,9.50,3.60,0.70,0.00,3.40,98.90,61.40,357.10,226.00,73.20,0.00,0.10,833.90,13.10,4.10,743.40,73.30
19,WEST MADHYA PRADESH,1955,26.80,2.20,0.60,1.50,1.50,188.80,97.70,441.10,249.50,139.50,0.00,0.00,1149.20,29.00,3.60,977.10,139.50
20,EAST MADHYA PRADESH,1955,70.90,3.00,1.60,3.00,3.40,236.40,260.20,427.10,295.70,119.60,0.00,0.00,1420.90,73.90,8.00,1219.40,119.60
21,"GUJARAT REGION, DADRA & NAGAR HAVELI",1955,0.30,0.10,0.10,0.70,3.00,105.00,110.60,399.90,306.70,50.00,0.20,0.00,976.60,0.40,3.80,922.20,50.20
22,SAURASHTRA KUTCH & DIU,1955,0.00,0.00,0.80,0.00,0.80,24.50,27.30,140.80,180.80,7.50,0.10,0.50,383.10,0.00,1.60,373.40,8.10
23,KOKAN & GOA,1955,0.20,0.00,1.70,11.80,36.00,764.80,976.30,1311.00,471.00,298.30,13.60,0.00,3884.70,0.20,49.50,3523.10,311.90
24,MADHYA MAHARASHTRA,1955,3.20,0.00,6.80,12.20,25.80,140.90,149.60,254.30,218.90,159.00,10.40,0.00,981.10,3.20,44.80,763.70,169.40
25,MARATWADA ,1955,6.50,0.00,2.40,3.40,12.20,229.80,213.20,364.70,208.60,109.30,1.20,0.00,1151.30,6.50,18.00,1016.30,110.50
26,VIDARBHA,1955,15.50,0.30,2.30,6.80,5.00,274.70,278.40,371.80,244.60,169.10,0.20,0.00,1368.70,15.80,14.10,1169.50,169.30
27,CHATTISGARH,1955,16.50,1.60,2.80,14.50,21.70,238.60,283.90,404.90,279.60,171.00,1.70,0.00,1436.80,18.10,39.00,1207.00,172.70
28,COSTAL ANDHRA PRADESH,1955,2.80,0.20,9.00,11.10,183.90,83.20,116.20,216.40,151.70,280.20,92.30,20.50,1167.50,3.00,204.00,567.50,393.00
29,TELENGANA,1955,0.40,0.30,5.90,10.30,34.40,189.90,219.40,337.80,212.10,110.50,8.50,0.00,1129.50,0.70,50.60,959.20,119.00
30,RAYALSEEMA,1955,8.30,0.60,8.00,18.70,123.80,40.60,92.00,180.10,132.60,94.60,46.90,19.20,765.40,8.90,150.50,445.30,160.70
31,TAMIL NADU & PONDICHERRY,1955,35.70,1.30,10.30,85.30,149.40,47.80,73.40,88.10,128.20,165.20,130.60,145.30,1060.60,37.00,245.00,337.50,441.10
32,COASTAL KARNATAKA,1955,0.30,0.00,4.70,29.90,360.30,962.70,639.30,702.20,458.20,361.10,31.00,2.80,3552.50,0.30,394.90,2762.40,394.90
33,NORTH INTERIOR KARNATAKA,1955,0.10,0.00,10.00,30.70,92.40,128.70,140.70,223.30,197.20,132.00,12.00,0.00,967.10,0.10,133.10,689.90,144.00
34,SOUTH INTERIOR KARNATAKA,1955,0.80,0.10,10.50,49.40,168.70,135.80,89.20,151.80,201.50,174.80,18.10,2.90,1003.60,0.90,228.60,578.30,195.80
35,KERALA,1955,4.20,6.30,28.20,125.90,544.20,782.40,392.80,236.00,438.50,378.20,178.10,19.80,3134.60,10.50,698.30,1849.70,576.10
36,LAKSHADWEEP ,1955,11.40,39.10,0.00,105.40,235.20,345.50,215.40,63.20,302.50,155.90,61.20,13.50,1548.30,50.50,340.60,926.60,230.60
1,ANDAMAN & NICOBAR ISLANDS,1956,49.20,77.20,33.80,130.30,491.80,343.10,468.40,467.70,325.10,458.70,164.10,70.50,3079.90,126.40,655.90,1604.30,693.30
3,ASSAM & MEGHALAYA,1956,27.60,3.10,112.50,201.70,591.80,880.50,479.30,428.20,182.20,161.10,42.30,9.30,3119.60,30.70,906.00,1970.20,212.70
4,"NAGALAND, MANIPUR, MIZORAM,TRIPURA",1956,18.30,1.30,102.20,115.50,474.00,758.90,529.80,469.60,257.50,187.10,101.10,7.40,3022.70,19.60,691.70,2015.80,295.60
5,SUB-HIMALAYAN W BENGAL & SIKKIM,1956,14.80,1.40,42.60,164.90,420.90,747.90,471.40,486.80,285.20,215.80,30.10,3.60,2885.40,16.20,628.40,1991.30,249.50
6,GANGETIC WEST BENGAL,1956,4.50,33.90,50.70,25.60,141.60,343.30,253.90,295.40,391.10,157.60,12.70,3.90,1714.20,38.40,217.90,1283.70,174.20
7,ORISSA,1956,1.40,37.90,18.20,11.90,118.10,345.20,470.00,434.50,249.80,191.70,6.70,0.00,1885.40,39.30,148.20,1499.50,198.40
8,JHARKHAND,1956,13.90,25.70,50.30,5.80,78.50,259.30,301.60,344.60,312.90,140.90,14.30,7.90,1555.70,39.60,134.60,1218.40,163.10
9,BIHAR ,1956,19.20,4.60,9.60,5.30,74.90,319.00,200.70,286.40,360.00,169.00,35.90,8.20,1492.80,23.80,89.80,1166.10,213.10
10,EAST UTTAR PRADESH,1956,21.50,5.70,12.30,1.20,39.70,165.20,220.30,281.10,292.30,167.20,38.90,8.70,1254.10,27.20,53.20,958.90,214.80
11,WEST UTTAR PRADESH,1956,23.20,4.30,22.30,0.40,12.40,67.30,334.10,286.40,96.70,206.00,4.50,2.60,1060.20,27.50,35.10,784.50,213.10
12,UTTARANCHAL,1956,40.50,24.90,105.20,15.00,131.40,212.90,464.70,360.80,182.20,368.80,5.90,26.10,1938.40,65.40,251.60,1220.60,400.80
13,"HARYANA, DELHI & CHANDIGARH",1956,16.80,3.00,24.80,0.80,2.20,50.70,230.30,161.60,21.50,132.40,4.80,0.60,649.50,19.80,27.80,464.10,137.80
14,PUNJAB ,1956,21.60,6.80,45.30,5.10,0.70,53.50,236.50,208.70,26.70,140.10,0.20,5.30,750.50,28.40,51.10,525.40,145.60
15,HIMACHAL PRADESH,1956,96.50,44.70,206.50,58.00,26.80,118.80,293.90,266.10,113.10,222.30,8.30,86.60,1541.60,141.20,291.30,791.90,317.20
16,JAMMU & KASHMIR,1956,95.50,61.80,175.30,68.50,11.00,68.70,219.50,192.10,31.40,87.40,1.50,34.40,1047.10,157.30,254.80,511.70,123.30
17,WEST RAJASTHAN ,1956,3.10,0.20,6.10,1.00,0.10,20.60,208.00,76.40,12.10,45.10,0.00,1.40,374.10,3.30,7.20,317.10,46.50
18,EAST  RAJASTHAN ,1956,6.10,0.60,10.00,0.20,1.70,33.70,438.60,217.20,50.40,159.20,0.90,5.20,923.80,6.70,11.90,739.90,165.30
19,WEST MADHYA PRADESH,1956,10.90,0.80,3.50,0.40,49.10,112.10,411.40,235.50,127.80,95.80,12.80,5.70,1065.80,11.70,53.00,886.80,114.30
20,EAST MADHYA PRADESH,1956,14.10,5.50,6.60,1.70,25.90,187.90,525.30,415.20,184.90,73.30,53.70,21.80,1515.90,19.60,34.20,1313.30,148.80
21,"GUJARAT REGION, DADRA & NAGAR HAVELI",1956,0.00,0.10,0.00,0.10,27.50,101.30,655.50,331.60,133.30,113.00,2.20,1.30,1365.90,0.10,27.60,1221.70,116.50
22,SAURASHTRA KUTCH & DIU,1956,0.30,0.20,0.00,0.20,1.30,86.50,324.80,175.00,109.80,60.70,1.30,0.40,760.50,0.50,1.50,696.10,62.40
23,KOKAN & GOA,1956,0.00,0.30,0.00,5.90,174.70,765.50,1351.80,716.20,445.30,192.10,48.70,0.00,3700.50,0.30,180.60,3278.80,240.80
24,MADHYA MAHARASHTRA,1956,1.50,0.20,1.10,11.30,91.20,111.00,360.50,252.00,165.80,148.00,90.10,1.10,1233.80,1.70,103.60,889.30,239.20
25,MARATWADA ,1956,1.20,1.90,0.10,4.10,78.40,154.10,310.00,134.60,202.50,70.70,79.70,0.00,1037.30,3.10,82.60,801.20,150.40
26,VIDARBHA,1956,1.30,1.90,0.80,0.50,52.80,248.70,370.50,163.40,198.00,40.10,37.30,9.30,1124.60,3.20,54.10,980.60,86.70
27,CHATTISGARH,1956,2.50,13.40,6.50,2.80,70.10,282.10,472.60,398.50,228.00,71.10,11.60,4.20,1563.40,15.90,79.40,1381.20,86.90
28,COSTAL ANDHRA PRADESH,1956,5.70,3.50,0.40,33.00,70.10,150.10,251.00,149.60,176.50,337.60,128.80,39.00,1345.30,9.20,103.50,727.20,505.40
29,TELENGANA,1956,1.00,2.10,1.10,9.20,64.10,189.90,410.40,142.30,174.70,109.90,47.50,1.00,1153.20,3.10,74.40,917.30,158.40
30,RAYALSEEMA,1956,3.00,0.10,0.00,54.60,55.50,81.70,149.70,63.10,158.80,215.60,78.70,23.70,884.50,3.10,110.10,453.30,318.00
31,TAMIL NADU & PONDICHERRY,1956,22.90,0.50,1.00,34.30,35.10,98.00,46.00,99.20,126.40,255.80,225.50,45.10,989.80,23.40,70.40,369.60,526.40
32,COASTAL KARNATAKA,1956,0.00,0.80,1.00,78.40,412.70,1001.00,1155.80,520.00,267.60,288.50,129.90,0.70,3856.40,0.80,492.10,2944.40,419.10
33,NORTH INTERIOR KARNATAKA,1956,0.00,2.80,1.10,30.20,64.00,96.80,314.10,117.90,144.90,164.60,100.10,2.40,1038.90,2.80,95.30,673.70,267.10
34,SOUTH INTERIOR KARNATAKA,1956,0.40,1.40,2.50,68.50,62.80,208.90,251.60,135.90,120.70,264.10,125.00,1.40,1243.20,1.80,133.80,717.10,390.50
35,KERALA,1956,7.90,11.70,15.10,151.60,351.30,755.40,466.80,319.50,178.40,353.30,178.20,9.10,2798.30,19.60,518.00,1720.10,540.60
36,LAKSHADWEEP ,1956,13.60,27.70,1.30,40.80,269.50,356.10,109.80,91.60,148.00,175.60,48.50,4.90,1287.40,41.30,311.60,705.50,229.00
1,ANDAMAN & NICOBAR ISLANDS,1957,33.20,9.50,6.70,21.70,147.10,727.80,320.00,421.80,359.40,294.30,95.60,75.60,2512.70,42.70,175.50,1829.00,465.50
2,ARUNACHAL PRADESH,1957,,,,246.90,448.90,608.10,1219.40,542.60,505.80,146.60,17.10,40.60,,,,2875.90,204.30
3,ASSAM & MEGHALAYA,1957,68.60,31.60,22.70,131.50,450.20,502.20,437.70,395.20,226.20,101.20,10.90,9.60,2387.60,100.20,604.40,1561.30,121.70
4,"NAGALAND, MANIPUR, MIZORAM,TRIPURA",1957,59.10,60.60,10.20,104.80,300.10,409.10,425.70,429.10,354.40,148.30,0.80,1.70,2303.90,119.70,415.10,1618.30,150.80
5,SUB-HIMALAYAN W BENGAL & SIKKIM,1957,103.00,8.90,25.50,10.60,167.70,430.20,650.60,535.40,208.40,73.70,7.70,3.80,2225.50,111.90,203.80,1824.60,85.20
6,GANGETIC WEST BENGAL,1957,50.20,26.60,8.70,6.00,16.40,231.80,312.10,201.10,239.40,38.20,0.10,0.00,1130.60,76.80,31.10,984.40,38.30
7,ORISSA,1957,12.30,26.60,30.40,12.40,33.60,153.50,349.20,415.40,194.50,49.50,0.10,0.00,1277.50,38.90,76.40,1112.60,49.60
8,JHARKHAND,1957,56.30,24.70,30.60,2.40,6.50,163.60,498.70,293.20,283.00,18.20,0.00,0.20,1377.40,81.00,39.50,1238.50,18.40
9,BIHAR ,1957,75.20,2.80,11.70,0.50,1.30,115.40,334.20,295.20,115.40,11.60,0.00,2.70,966.00,78.00,13.50,860.20,14.30
10,EAST UTTAR PRADESH,1957,44.20,0.40,18.00,1.00,1.00,56.40,367.30,293.50,163.30,5.10,0.10,5.40,955.70,44.60,20.00,880.50,10.60
11,WEST UTTAR PRADESH,1957,59.60,0.30,29.10,5.30,2.30,42.10,282.40,270.60,278.80,18.60,3.20,12.40,1004.70,59.90,36.70,873.90,34.20
12,UTTARANCHAL,1957,165.90,6.60,77.40,73.20,75.80,112.90,530.30,285.80,308.10,57.70,20.10,62.50,1776.30,172.50,226.40,1237.10,140.30
13,"HARYANA, DELHI & CHANDIGARH",1957,52.90,0.20,26.70,2.80,6.80,23.20,191.00,103.10,146.60,24.20,7.90,23.30,608.70,53.10,36.30,463.90,55.40
14,PUNJAB ,1957,105.00,4.00,26.60,10.60,10.80,19.50,197.50,167.40,106.10,17.20,10.30,35.50,710.50,109.00,48.00,490.50,63.00
15,HIMACHAL PRADESH,1957,181.00,37.90,133.80,146.40,151.90,79.00,321.30,253.90,263.70,84.50,56.30,112.90,1822.60,218.90,432.10,917.90,253.70
16,JAMMU & KASHMIR,1957,61.60,51.30,36.40,205.10,126.20,26.00,52.20,79.80,24.30,102.90,83.80,21.30,870.90,112.90,367.70,182.30,208.00
17,WEST RAJASTHAN ,1957,19.70,0.00,5.10,0.20,15.30,28.90,78.30,104.70,5.40,2.30,5.90,1.50,267.30,19.70,20.60,217.30,9.70
18,EAST  RAJASTHAN ,1957,26.90,0.10,13.40,0.60,3.80,63.50,246.30,220.70,72.70,12.20,1.60,3.30,665.10,27.00,17.80,603.20,17.10
19,WEST MADHYA PRADESH,1957,12.50,0.10,30.40,5.60,4.00,89.30,223.20,339.90,112.70,12.50,1.20,1.60,833.00,12.60,40.00,765.10,15.30
20,EAST MADHYA PRADESH,1957,20.80,0.90,63.80,17.90,6.20,61.30,349.70,359.50,113.60,6.60,0.00,0.50,1000.80,21.70,87.90,884.10,7.10
21,"GUJARAT REGION, DADRA & NAGAR HAVELI",1957,2.40,0.00,0.20,0.00,6.40,156.70,261.50,196.10,16.40,7.60,8.30,0.20,655.80,2.40,6.60,630.70,16.10
22,SAURASHTRA KUTCH & DIU,1957,1.90,0.00,0.10,0.10,1.50,80.70,207.20,97.90,8.20,1.20,17.50,1.10,417.40,1.90,1.70,394.00,19.80
23,KOKAN & GOA,1957,0.00,0.00,0.00,1.70,30.80,581.00,1184.20,1006.40,131.50,84.90,53.30,0.60,3074.40,0.00,32.50,2903.10,138.80
24,MADHYA MAHARASHTRA,1957,0.10,0.00,4.80,20.90,36.90,177.80,196.40,202.20,98.70,85.10,26.80,0.10,849.80,0.10,62.60,675.10,112.00
25,MARATWADA ,1957,1.50,2.10,13.90,14.50,30.00,126.90,255.10,294.60,104.70,53.70,3.60,0.00,900.60,3.60,58.40,781.30,57.30
26,VIDARBHA,1957,8.60,2.50,44.40,31.60,15.50,148.50,303.80,354.20,133.40,27.50,1.00,0.00,1071.00,11.10,91.50,939.90,28.50
27,CHATTISGARH,1957,14.50,10.30,46.30,18.30,17.00,115.30,441.70,414.20,110.50,29.90,0.00,0.00,1218.00,24.80,81.60,1081.70,29.90
28,COSTAL ANDHRA PRADESH,1957,0.60,0.70,17.10,10.80,26.80,145.50,130.80,229.60,156.00,134.20,83.10,0.10,935.30,1.30,54.70,661.90,217.40
29,TELENGANA,1957,0.00,5.90,17.50,33.10,24.30,154.20,204.10,296.10,101.40,61.90,0.00,0.00,898.50,5.90,74.90,755.80,61.90
30,RAYALSEEMA,1957,1.00,0.50,7.70,11.80,44.20,120.30,70.70,81.60,77.40,72.30,51.50,0.30,539.30,1.50,63.70,350.00,124.10
31,TAMIL NADU & PONDICHERRY,1957,1.20,10.30,15.10,14.80,81.10,65.40,64.00,60.80,73.50,203.30,200.40,77.10,867.00,11.50,111.00,263.70,480.80
32,COASTAL KARNATAKA,1957,0.00,0.00,1.50,8.50,168.00,755.80,1101.10,703.90,98.00,189.00,148.90,0.10,3174.80,0.00,178.00,2658.80,338.00
33,NORTH INTERIOR KARNATAKA,1957,0.00,0.90,5.50,25.50,70.00,115.40,146.60,188.80,87.80,174.30,23.10,0.00,837.90,0.90,101.00,538.60,197.40
34,SOUTH INTERIOR KARNATAKA,1957,0.00,0.50,9.20,18.70,169.90,174.40,242.90,147.40,47.70,177.40,78.10,0.10,1066.30,0.50,197.80,612.40,255.60
35,KERALA,1957,1.20,16.00,25.70,70.20,381.20,872.00,835.30,358.80,41.30,280.10,192.50,28.90,3103.20,17.20,477.10,2107.40,501.50
36,LAKSHADWEEP ,1957,0.90,11.40,34.60,23.70,195.60,309.90,129.10,149.60,47.50,215.20,198.50,31.20,1347.20,12.30,253.90,636.10,444.90
1,ANDAMAN & NICOBAR ISLANDS,1958,22.90,14.30,30.40,24.60,355.10,530.70,440.70,388.40,350.60,265.20,313.80,70.70,2807.40,37.20,410.10,1710.40,649.70
2,ARUNACHAL PRADESH,1958,98.40,67.50,32.90,138.50,698.60,511.20,457.70,1664.60,705.20,669.40,2.50,17.00,5063.50,165.90,870.00,3338.70,688.90
3,ASSAM & MEGHALAYA,1958,17.90,42.30,11.40,204.80,566.90,436.00,363.70,635.80,310.90,216.10,4.80,18.30,2828.90,60.20,783.10,1746.40,239.20
4,"NAGALAND, MANIPUR, MIZORAM,TRIPURA",1958,6.20,87.20,18.30,93.70,400.60,256.40,308.30,254.80,299.50,238.50,2.30,2.70,1968.50,93.40,512.60,1119.00,243.50
5,SUB-HIMALAYAN W BENGAL & SIKKIM,1958,8.10,17.50,14.80,120.60,269.40,487.80,500.30,898.10,353.20,145.60,1.80,3.00,2820.20,25.60,404.80,2239.40,150.40
6,GANGETIC WEST BENGAL,1958,12.70,25.60,13.30,37.90,58.30,95.20,280.10,215.10,294.70,109.30,8.90,0.00,1151.10,38.30,109.50,885.10,118.20
7,ORISSA,1958,11.50,42.80,16.00,32.80,39.00,125.20,404.10,319.10,364.20,217.40,51.80,0.10,1624.00,54.30,87.80,1212.60,269.30
8,JHARKHAND,1958,11.50,39.80,20.00,24.80,12.20,93.60,336.10,263.30,267.20,111.30,0.70,0.00,1180.50,51.30,57.00,960.20,112.00
9,BIHAR ,1958,16.00,2.70,4.70,26.10,16.00,119.90,222.30,449.40,223.80,81.10,0.70,0.60,1163.30,18.70,46.80,1015.40,82.40
10,EAST UTTAR PRADESH,1958,14.60,3.20,5.80,4.40,1.30,52.60,247.30,388.50,184.40,111.90,0.00,2.90,1016.90,17.80,11.50,872.80,114.80
11,WEST UTTAR PRADESH,1958,7.60,2.70,3.50,5.60,0.70,42.80,401.10,328.30,247.30,120.30,0.20,9.60,1169.70,10.30,9.80,1019.50,130.10
12,UTTARANCHAL,1958,59.10,16.40,38.60,23.40,26.30,93.90,435.00,434.80,234.20,79.30,2.50,52.10,1495.60,75.50,88.30,1197.90,133.90
13,"HARYANA, DELHI & CHANDIGARH",1958,4.00,0.70,5.00,2.10,4.10,16.70,151.60,187.00,273.30,21.20,1.00,10.10,676.80,4.70,11.20,628.60,32.30
14,PUNJAB ,1958,9.50,3.50,6.90,4.40,0.40,28.00,186.20,128.40,372.30,43.40,0.00,45.00,828.00,13.00,11.70,714.90,88.40
15,HIMACHAL PRADESH,1958,84.00,22.40,72.80,61.70,65.00,34.70,452.00,265.30,265.90,75.20,2.20,171.10,1572.30,106.40,199.50,1017.90,248.50
16,JAMMU & KASHMIR,1958,24.70,53.10,117.10,101.00,91.60,34.60,266.90,268.90,149.10,23.60,6.50,37.00,1174.10,77.80,309.70,719.50,67.10
17,WEST RAJASTHAN ,1958,2.20,0.00,0.30,0.40,3.20,15.50,69.20,25.00,123.60,4.50,14.70,5.50,264.10,2.20,3.90,233.30,24.70
18,EAST  RAJASTHAN ,1958,3.70,0.70,0.90,0.40,1.40,43.70,287.10,154.10,222.10,14.60,6.00,1.20,735.90,4.40,2.70,707.00,21.80
19,WEST MADHYA PRADESH,1958,3.20,1.30,1.40,3.20,0.90,82.50,383.60,284.00,271.10,57.70,10.10,0.70,1099.70,4.50,5.50,1021.20,68.50
20,EAST MADHYA PRADESH,1958,8.10,17.00,14.20,6.00,1.30,65.70,435.80,273.60,236.60,109.60,3.50,0.10,1171.50,25.10,21.50,1011.70,113.20
21,"GUJARAT REGION, DADRA & NAGAR HAVELI",1958,1.00,0.00,0.20,1.40,0.70,103.30,340.90,287.30,332.30,47.80,9.50,0.10,1124.50,1.00,2.30,1063.80,57.40
22,SAURASHTRA KUTCH & DIU,1958,0.80,0.50,0.30,2.70,0.50,42.60,169.40,78.10,228.40,36.70,10.00,3.40,573.40,1.30,3.50,518.50,50.10
23,KOKAN & GOA,1958,0.30,0.10,0.20,8.20,35.40,1021.90,1277.60,1160.30,434.70,57.30,16.20,0.20,4012.40,0.40,43.80,3894.50,73.70
24,MADHYA MAHARASHTRA,1958,1.60,0.00,5.40,23.60,32.90,101.90,393.30,296.60,112.10,57.40,29.20,0.10,1054.10,1.60,61.90,903.90,86.70
25,MARATWADA ,1958,0.10,0.00,4.40,25.20,12.70,92.20,264.40,456.10,79.80,41.20,48.30,0.00,1024.40,0.10,42.30,892.50,89.50
26,VIDARBHA,1958,5.70,2.00,20.40,10.50,10.40,102.70,341.50,354.00,220.30,68.00,36.50,0.10,1172.10,7.70,41.30,1018.50,104.60
27,CHATTISGARH,1958,8.70,37.90,21.40,16.60,19.10,101.30,500.70,369.80,268.90,128.10,31.50,0.00,1504.00,46.60,57.10,1240.70,159.60
28,COSTAL ANDHRA PRADESH,1958,5.20,3.30,5.90,15.30,28.80,72.70,211.20,199.20,173.10,387.70,183.00,9.30,1294.70,8.50,50.00,656.20,580.00
29,TELENGANA,1958,3.10,4.50,9.70,25.30,14.80,70.80,347.50,326.70,145.70,75.70,28.10,0.00,1051.90,7.60,49.80,890.70,103.80
30,RAYALSEEMA,1958,1.70,5.20,4.10,27.40,56.00,30.60,64.00,186.60,103.70,160.10,64.50,11.80,715.70,6.90,87.50,384.90,236.40
31,TAMIL NADU & PONDICHERRY,1958,12.10,6.00,27.20,49.40,114.70,33.00,47.30,147.70,80.00,155.20,154.40,25.50,852.50,18.10,191.30,308.00,335.10
32,COASTAL KARNATAKA,1958,0.50,0.10,1.70,46.60,184.80,1031.40,1253.70,705.80,296.90,114.10,49.10,2.80,3687.50,0.60,233.10,3287.80,166.00
33,NORTH INTERIOR KARNATAKA,1958,2.00,0.20,7.30,46.00,100.30,55.20,174.80,179.70,71.20,83.70,31.00,0.50,751.90,2.20,153.60,480.90,115.20
34,SOUTH INTERIOR KARNATAKA,1958,3.30,1.20,12.90,60.80,136.00,162.50,340.30,201.30,122.80,108.70,59.70,0.60,1210.10,4.50,209.70,826.90,169.00
35,KERALA,1958,4.40,19.30,57.30,135.10,353.50,713.30,622.70,526.60,86.10,191.00,206.10,7.70,2923.10,23.70,545.90,1948.70,404.80
36,LAKSHADWEEP ,1958,0.20,1.60,0.00,8.00,116.00,269.40,84.50,238.20,54.00,133.40,51.10,36.20,992.60,1.80,124.00,646.10,220.70
1,ANDAMAN & NICOBAR ISLANDS,1959,10.10,1.80,31.30,86.70,238.10,455.70,817.10,409.30,589.60,332.70,242.50,128.50,3343.40,11.90,356.10,2271.70,703.70
2,ARUNACHAL PRADESH,1959,83.20,137.90,104.50,146.40,671.80,812.90,1137.70,333.20,508.80,247.00,12.10,0.00,4195.50,221.10,922.70,2792.60,259.10
3,ASSAM & MEGHALAYA,1959,31.20,41.50,110.10,145.10,485.80,580.00,363.70,269.80,288.80,316.60,7.40,0.20,2640.20,72.70,741.00,1502.30,324.20
4,"NAGALAND, MANIPUR, MIZORAM,TRIPURA",1959,39.90,77.70,148.00,74.00,260.00,378.50,396.30,357.30,239.10,352.80,0.10,3.90,2327.60,117.60,482.00,1371.20,356.80
5,SUB-HIMALAYAN W BENGAL & SIKKIM,1959,99.80,5.70,64.30,111.60,218.70,565.90,538.60,291.70,337.90,345.00,0.90,0.10,2580.20,105.50,394.60,1734.10,346.00
6,GANGETIC WEST BENGAL,1959,33.50,12.70,17.30,28.20,91.40,208.50,273.30,328.50,487.30,331.20,0.30,0.40,1812.60,46.20,136.90,1297.60,331.90
7,ORISSA,1959,28.50,2.40,2.70,22.20,47.10,202.70,357.40,341.60,316.50,170.50,1.50,2.70,1495.80,30.90,72.00,1218.20,174.70
8,JHARKHAND,1959,51.60,5.60,5.20,17.50,56.40,188.50,332.60,305.80,363.90,272.80,0.00,0.00,1599.90,57.20,79.10,1190.80,272.80
9,BIHAR ,1959,81.10,1.50,9.30,18.70,35.70,131.70,246.30,264.60,156.90,233.80,0.00,0.10,1179.70,82.60,63.70,799.50,233.90
10,EAST UTTAR PRADESH,1959,53.20,4.20,4.80,4.10,36.00,44.40,234.10,274.60,85.90,125.90,2.00,0.00,869.20,57.40,44.90,639.00,127.90
11,WEST UTTAR PRADESH,1959,46.70,3.90,5.70,1.50,34.00,19.20,203.70,281.10,106.80,50.20,16.50,0.00,769.30,50.60,41.20,610.80,66.70
12,UTTARANCHAL,1959,67.80,93.40,58.00,20.20,48.80,118.60,482.90,441.50,292.70,87.70,26.30,0.90,1738.80,161.20,127.00,1335.70,114.90
13,"HARYANA, DELHI & CHANDIGARH",1959,26.40,7.90,3.70,0.40,12.60,26.10,106.90,168.50,105.90,16.20,18.80,0.10,493.50,34.30,16.70,407.40,35.10
14,PUNJAB ,1959,43.30,21.40,10.00,4.80,20.30,21.50,188.00,210.10,133.90,24.00,21.90,0.50,699.70,64.70,35.10,553.50,46.40
15,HIMACHAL PRADESH,1959,136.10,243.10,94.70,43.30,52.80,52.00,418.60,243.70,219.50,81.70,53.90,1.00,1640.40,379.20,190.80,933.80,136.60
16,JAMMU & KASHMIR,1959,108.50,113.10,107.30,30.40,48.40,19.00,469.30,254.60,253.80,49.00,87.00,16.20,1556.60,221.60,186.10,996.70,152.20
17,WEST RAJASTHAN ,1959,0.70,2.80,0.80,5.00,8.70,15.10,119.20,77.30,94.60,6.10,5.10,0.00,335.40,3.50,14.50,306.20,11.20
18,EAST  RAJASTHAN ,1959,6.10,0.10,0.20,3.80,35.40,35.20,250.10,245.70,150.50,41.60,7.60,0.40,776.70,6.20,39.40,681.50,49.60
19,WEST MADHYA PRADESH,1959,23.00,0.10,0.20,4.00,22.00,78.90,395.50,325.80,254.30,70.70,7.00,0.00,1181.50,23.10,26.20,1054.50,77.70
20,EAST MADHYA PRADESH,1959,49.10,3.80,1.40,8.10,30.20,81.30,437.80,397.30,231.20,61.70,0.30,0.00,1302.20,52.90,39.70,1147.60,62.00
21,"GUJARAT REGION, DADRA & NAGAR HAVELI",1959,0.00,0.00,0.00,3.00,1.50,96.30,627.40,321.30,365.10,122.70,4.20,0.10,1541.60,0.00,4.50,1410.10,127.00
22,SAURASHTRA KUTCH & DIU,1959,0.90,0.00,0.00,1.80,0.90,71.40,569.70,68.00,207.60,115.50,4.50,0.00,1040.30,0.90,2.70,916.70,120.00
23,KOKAN & GOA,1959,0.00,0.00,0.00,6.20,36.60,752.20,1405.40,693.50,528.60,210.90,25.00,0.30,3658.70,0.00,42.80,3379.70,236.20
24,MADHYA MAHARASHTRA,1959,2.40,0.00,0.00,16.80,39.30,174.70,344.30,199.00,202.70,84.70,54.90,0.10,1118.90,2.40,56.10,920.70,139.70
25,MARATWADA ,1959,1.50,0.00,0.10,9.50,13.20,173.60,188.30,200.00,246.30,99.80,17.00,1.00,950.30,1.50,22.80,808.20,117.80
26,VIDARBHA,1959,13.60,1.20,0.40,11.80,6.20,178.00,467.90,377.30,469.90,79.40,0.50,0.10,1606.30,14.80,18.40,1493.10,80.00
27,CHATTISGARH,1959,34.10,4.10,0.20,3.20,14.20,179.10,410.10,468.30,355.50,71.40,0.10,0.20,1540.50,38.20,17.60,1413.00,71.70
28,COSTAL ANDHRA PRADESH,1959,3.90,15.50,0.20,21.00,11.20,148.90,213.00,176.00,132.10,199.40,30.80,15.80,967.80,19.40,32.40,670.00,246.00
29,TELENGANA,1959,1.30,1.20,0.00,6.90,16.80,164.10,345.70,330.30,166.80,74.10,2.00,2.20,1111.40,2.50,23.70,1006.90,78.30
